model,format,id,category,query,expected_tool,tool,expected_args,args,tool_exact,args_exact,routing_exact,parse_ok,parse_error,model_latency_s,raw_output
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_01,system,Check system status.,get_system_status,,{},null,False,False,False,False,Unknown tool or invalid arguments object,5.748313,CONTENT: TOOL list_spi_devices — List SPI/spidev device nodes. TOOL list_serial_ports — List USB/serial tty ports. TOOL list_usb_devices — List connected USB devices. TOOL list_usb_devices — List connected USB devices. TOOL list_usb_devices — List connected USB devices. TOOL list_usb_devices — List connected USB devices. REASONING:
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,Missing TOOL line,5.841484,"CONTENT: The CPU temperature is the average temperature of the CPU core, which is the hottest part of the CPU. It's measured in degrees Celsius (°C) or Kelvin (K). The CPU core is the core of the CPU, which is the most important part of the CPU.  The CPU core is the hottest part of the CPU because it's the hottest part of the CPU that's exposed to the ambient temperature. The CPU core is the hottest part of the CPU because REASONING:"
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_03,network,Show network status.,get_network_status,,{},null,False,False,False,False,Missing TOOL line,5.780916,"CONTENT: To show network status, you can use the following commands:  ``` sudo systemctl list-services sudo systemctl list-services | grep -v 'ssh' sudo systemctl list-services | grep -v 'nginx' sudo systemctl list-services | grep -v 'bluetooth' ```  Here's how it works:  1. `sudo systemctl list-services`: Lists all services in the system REASONING:"
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,Missing TOOL line,5.725939,"CONTENT: To show disk usage, I'll use the following commands:  ``` sudo systemctl list-services sudo systemctl list-services | grep -v 'ssh' sudo systemctl list-services | grep -v 'nginx' sudo systemctl list-services | grep -v 'bluetooth' ```  Here's what each command does:  - `sudo systemctl list-services`: Lists all services currently running REASONING:"
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,Missing TOOL line,5.905566,"CONTENT: To scan I2C bus 1, you can use the following commands:  ``` sudo ip scan i2c-bus ```  This command scans the I2C bus and prints the address, port, and number of devices on the bus.  ``` sudo ip scan i2c-bus ```  This command scans the I2C bus and prints the address, port, and number of devices on the bus.   REASONING:"
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_06,spi,Show SPI status.,get_spi_status,,{},null,False,False,False,False,Missing TOOL line,5.813308,"CONTENT: To show SPI status, you can use the following commands:  ``` SPI_STATUS: ```  This will display the SPI status of the Raspberry Pi.  ``` SPI_STATUS: ```  This will display the SPI status of the Raspberry Pi.  ``` SPI_STATUS: ```  This will display the SPI status of the Raspberry Pi.  ``` SPI_STATUS REASONING:"
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,Missing TOOL line,1.731104,CONTENT: Here are the USB devices:  ``` USB Device ```  ``` USB Device ``` REASONING:
SmolLM2-135M-Instruct-Q4_K_M.gguf,natural,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,Missing TOOL line,2.506327,"CONTENT: To restart ssh service, you can use the following command:  ``` sudo service ssh restart ```  This will restart the ssh service and return the current working directory. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,set_gpio,"{""pin"": 17, ""state"": true}","{""pin"": 17, ""state"": true}",True,True,True,True,,42.690156,"{""tool"":""set_gpio"",""arguments"":{""pin"":17,""state"":true}}"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,set_gpio,"{""pin"": 5, ""state"": false}","{""pin"": 5, ""state"": true}",True,False,False,True,,5.299886,"{   ""tool"":""set_gpio"",   ""arguments"": {     ""pin"": 5,     ""state"": true   } }"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,,"{""pin"": 22, ""state"": true}",null,False,False,False,False,Bad set_gpio args,8.849903,"CONTENT: {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": {       ""type"": ""integer"",       ""range"": ""0..27""     },     ""state"": {       ""type"": ""boolean""     }   } } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,set_gpio,"{""pin"": 10, ""state"": false}","{""pin"": 10, ""state"": true}",True,False,False,True,,3.837737,"{""tool"":""set_gpio"",""arguments"":{""pin"":10,""state"":true}}"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,set_gpio,"{""pin"": 27, ""state"": true}","{""pin"": 27, ""state"": true}",True,True,True,True,,3.826391,"{""tool"":""set_gpio"",""arguments"":{""pin"":27,""state"":true}}"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,Bad set_gpio args,8.731456,"CONTENT: {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": {       ""type"": ""integer"",       ""range"": ""0..27""     },     ""state"": {       ""type"": ""boolean""     }   } } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,,"{""pin"": 17}",null,False,False,False,False,Bad read_gpio args,6.877978,"CONTENT: {   ""tool"": ""read_gpio"",   ""arguments"": {     ""pin"": {       ""type"": ""integer"",       ""range"": ""0..27""     }   } } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,,"{""pin"": 5}",null,False,False,False,False,Bad read_gpio args,6.833565,"CONTENT: {   ""tool"": ""read_gpio"",   ""arguments"": {     ""pin"": {       ""type"": ""integer"",       ""range"": ""0..27""     }   } } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,,"{""pin"": 22}",null,False,False,False,False,No complete JSON route,2.854615,"CONTENT: The state of BCM22 is ""off"". REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GR_04,gpio_read,Read pin 10.,read_gpio,read_gpio,"{""pin"": 10}","{""pin"": 10}",True,True,True,True,,3.164911,"{""tool"":""read_gpio"",""arguments"":{""pin"":10}}"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,,"{""pin"": 27}",null,False,False,False,False,No complete JSON route,3.016807,"CONTENT: No, GPIO 27 is not high. It is low. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,,"{""pin"": 4}",null,False,False,False,False,Bad set_gpio args,8.675536,"CONTENT: {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": {       ""type"": ""integer"",       ""range"": ""0..27""     },     ""state"": {       ""type"": ""boolean""     }   } } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_01,system,Check system status.,get_system_status,,{},null,False,False,False,False,Need exactly tool and arguments,3.620437,"CONTENT: {   ""status"": ""ok"",   ""description"": ""System is up and running."" } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,No complete JSON route,4.924709,"CONTENT: The CPU temperature is measured in degrees Celsius (°C) and is displayed in the ""Temperature"" section of the Raspberry Pi's system log. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_03,network,Show network status.,get_network_status,,{},null,False,False,False,False,No complete JSON route,13.801676,"CONTENT: {   ""network_status"": {     ""dns_resolutions"": [       {         ""dns_name"": ""example.com"",         ""dns_type"": ""A"",         ""dns_ttl"": 64,         ""dns_query"": ""192.168.1.1"",         ""dns_response"": {           ""dns_type"": ""A"",           ""dns_ttl"": 64,           REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,Unknown tool or invalid arguments object,6.349165,"CONTENT: {   ""tool"": ""disk_usage"",   ""arguments"": {     ""device"": {       ""type"": ""string"",       ""format"": ""0xNN""     }   } } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,Bad scan args,7.723913,"CONTENT: {   ""tool"": ""scan_i2c_bus"",   ""arguments"": {     ""bus"": {       ""type"": ""integer"",       ""enum"": [         0,         1       ]     }   } } REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_06,spi,Show SPI status.,get_spi_status,,{},null,False,False,False,False,No complete JSON route,13.893674,"CONTENT: {   ""spi_status"": {     ""enabled"": true,     ""bus_id"": 0,     ""bus_type"": ""SPI"",     ""address"": ""0x0000"",     ""device_id"": ""0x0000"",     ""device_type"": ""SPI"",     ""device_name"": ""Raspberry Pi 3 Model B"",     ""device_model"": ""Raspberry Pi  REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,No complete JSON route,13.787252,"CONTENT: {   ""devices"": [     {       ""device"": ""USB-0000:00:1b.0"",       ""type"": ""USB"",       ""description"": ""USB 2.0/3.0 Type-A/B"",       ""manufacturer"": ""USB"",       ""model"": ""USB-0000:00:1b"",       ""serialNumber"": ""0000 REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,json,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,Unknown tool or invalid arguments object,3.10361,"CONTENT: {""tool"":""ssh"",""arguments"":{""command"":""sudo service restart ssh""}} REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,,"{""pin"": 17, ""state"": true}",null,False,False,False,False,Missing YAML tool,30.409488,"CONTENT: set_gpio(17, true) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,,"{""pin"": 5, ""state"": false}",null,False,False,False,False,Missing YAML tool,2.173266,"CONTENT: set_gpio(5, false) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,,"{""pin"": 22, ""state"": true}",null,False,False,False,False,Missing YAML tool,2.257845,"CONTENT: set_gpio(17, true) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,,"{""pin"": 10, ""state"": false}",null,False,False,False,False,Missing YAML tool,2.520325,"CONTENT: set_gpio(10, state=false) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,,"{""pin"": 27, ""state"": true}",null,False,False,False,False,Missing YAML tool,2.772253,"CONTENT: set_gpio(pin=27, state=True) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,Missing YAML tool,1.813504,CONTENT: set_gpio 4 false REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,,"{""pin"": 17}",null,False,False,False,False,Missing YAML tool,1.944315,CONTENT: set_gpio 17 true REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,,"{""pin"": 5}",null,False,False,False,False,Missing YAML tool,2.311228,"CONTENT: set_gpio(5, state=true) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,,"{""pin"": 22}",null,False,False,False,False,Missing YAML tool,2.733244,CONTENT: The state of BCM22 is set to true. REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GR_04,gpio_read,Read pin 10.,read_gpio,,"{""pin"": 10}",null,False,False,False,False,Missing YAML tool,2.173799,"CONTENT: set_gpio(10, true) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,,"{""pin"": 27}",null,False,False,False,False,Missing YAML tool,2.269734,"CONTENT: No, GPIO 27 is not high. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,,"{""pin"": 4}",null,False,False,False,False,Missing YAML tool,1.743132,CONTENT: set_gpio(4) REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_01,system,Check system status.,get_system_status,,{},null,False,False,False,False,Missing YAML tool,2.329123,CONTENT: - tool: get_system_status - arguments: none REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,Missing YAML tool,2.15235,CONTENT: The CPU temperature is 45°C. REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_03,network,Show network status.,get_network_status,,{},null,False,False,False,False,Missing YAML tool,12.380824,CONTENT: - tool: get_network_status arguments:   none AVAILABLE_TOOLS: - tool: get_network_status - tool: get_system_status - tool: get_disk_usage - tool: restart_service - tool: list_displays - tool: list_cameras - tool: list_usb_devices - tool: list_cameras - tool: list REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,Missing YAML tool,10.096204,CONTENT: - tool: get_disk_usage - arguments: none - output:     disk_usage:         total_space: 100.00%         free_space: 10.00%         used_space: 10.00%  The disk usage is 100% as there is no free space. REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,Missing YAML tool,2.336757,"CONTENT: set_gpio(17, true) REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_06,spi,Show SPI status.,get_spi_status,,{},null,False,False,False,False,Missing YAML tool,12.41081,CONTENT: - tool: get_spi_status - arguments:     none  AVAILABLE_TOOLS: - tool: get_spi_status - arguments:     none  - tool: list_spi_devices - arguments:     none  - tool: list_usb_devices - arguments:     none  - tool: list_usb_topology - arguments:     none   REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,Missing YAML tool,2.529057,CONTENT: - tool: list_usb_devices - arguments: none REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,yaml,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,Missing YAML tool,6.124433,"CONTENT: - tool: restart_service   description: Restart one allowlisted service.   arguments:     service: {""type"": ""string"", ""enum"": [""ssh"", ""nginx"", ""bluetooth""]} REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,set_gpio,"{""pin"": 17, ""state"": true}","{""pin"": 17, ""state"": true}",True,True,True,True,,42.935125,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">true</argument></arguments></tool_call>"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,set_gpio,"{""pin"": 5, ""state"": false}","{""pin"": 17, ""state"": false}",True,False,False,True,,6.586894,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">false</argument></arguments></tool_call>"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,set_gpio,"{""pin"": 22, ""state"": true}","{""pin"": 17, ""state"": true}",True,False,False,True,,6.568309,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">true</argument></arguments></tool_call>"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,set_gpio,"{""pin"": 10, ""state"": false}","{""pin"": 17, ""state"": true}",True,False,False,True,,6.637888,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">true</argument></arguments></tool_call>"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,set_gpio,"{""pin"": 27, ""state"": true}","{""pin"": 27, ""state"": true}",True,True,True,True,,6.632594,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">27</argument><argument name=""state"">true</argument></arguments></tool_call>"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,No complete XML route,13.649042,CONTENT: <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_4> <disable_gpio_ REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,set_gpio,"{""pin"": 17}","{""pin"": 17, ""state"": true}",False,False,False,True,,6.487217,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">true</argument></arguments></tool_call>"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,set_gpio,"{""pin"": 5}","{""pin"": 17, ""state"": true}",False,False,False,True,,6.484995,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">17</argument><argument name=""state"">true</argument></arguments></tool_call>"
